"ID","O_C_ratio","H_C_ratio","N_C_ratio","KMD","M_kmd_z","Neutral_Mass","DBE"
20007,0.5,1.090909091,0.0909090909090909,0.412,0.034333333,492.1379451,12
20008,0.434782609,1.217391304,0.0869565217391304,0.375,0.03125,492.1742897,11
6320,0.375,1.333333333,0.0833333333333333,0.339,0.02825,492.2106757,10
17951,0.571428571,1.047619048,0.0952380952380952,0.434,0.0434,494.1173811,12
20011,0.5,1.181818182,0.0909090909090909,0.398,0.0398,494.1537203,11
6864,0.434782609,1.304347826,0.0869565217391304,0.362,0.0362,494.1901545,10
15072,0.5,1.272727273,0.0909090909090909,0.385,0.048125,496.1693917,10
4527,0.434782609,1.391304348,0.0869565217391304,0.348,0.0435,496.2058475,9
12003,0.571428571,1.238095238,0.0952380952380952,0.408,0.068,498.1485373,10
5319,0.5,1.363636364,0.0909090909090909,0.371,0.061833333,498.1851874,9
6479,0.416666667,1.083333333,0.0833333333333333,0.402,0.201,502.1588046,13
6506,0.36,1.2,0.08,0.366,0.183,502.1952329,12
5447,0.545454545,0.909090909,0.0909090909090909,0.461,0.032928571,504.1014829,14
15198,0.47826087,1.043478261,0.0869565217391304,0.425,0.030357143,504.1378243,13
12107,0.416666667,1.166666667,0.0833333333333333,0.389,0.027785714,504.1742683,12
6816,0.36,1.28,0.08,0.352,0.025142857,504.2105445,11
18773,0.545454545,1,0.0909090909090909,0.448,0.037333333,506.1173223,13
20056,0.47826087,1.130434783,0.0869565217391304,0.412,0.034333333,506.1535654,12
20057,0.416666667,1.25,0.0833333333333333,0.375,0.03125,506.1897288,11
4302,0.619047619,0.952380952,0.0952380952380952,0.471,0.0471,508.0965378,13
18139,0.545454545,1.090909091,0.0909090909090909,0.435,0.0435,508.1327575,12
20064,0.47826087,1.217391304,0.0869565217391304,0.398,0.0398,508.1691057,11
6458,0.416666667,1.333333333,0.0833333333333333,0.362,0.0362,508.2056907,10
3063,0.619047619,1.047619048,0.0952380952380952,0.457,0.057125,510.11222,12
20069,0.545454545,1.181818182,0.0909090909090909,0.421,0.052625,510.1484001,11
11693,0.619047619,1.142857143,0.0952380952380952,0.444,0.074,512.1278252,11
14614,0.545454545,1.272727273,0.0909090909090909,0.408,0.068,512.1640999,10
5818,0.619047619,1.238095238,0.0952380952380952,0.431,0.10775,514.1435209,10
6163,0.458333333,1,0.0833333333333333,0.438,0.219,516.1379555,14
6480,0.4,1.12,0.08,0.402,0.201,516.1744139,13
11642,0.52173913,0.956521739,0.0869565217391304,0.461,0.032928571,518.1172181,14
15144,0.458333333,1.083333333,0.0833333333333333,0.425,0.030357143,518.1534333,13
6855,0.4,1.2,0.08,0.389,0.027785714,518.189819,12
19176,0.52173913,1.043478261,0.0869565217391304,0.448,0.037333333,520.1329545,13
20108,0.458333333,1.166666667,0.0833333333333333,0.412,0.034333333,520.1692467,12
18962,0.4,1.28,0.08,0.375,0.03125,520.2054323,11
20114,0.52173913,1.130434783,0.0869565217391304,0.435,0.0435,522.1484755,12
20115,0.458333333,1.25,0.0833333333333333,0.398,0.0398,522.184802,11
13992,0.590909091,1.090909091,0.0909090909090909,0.457,0.057125,524.1280989,12
20121,0.52173913,1.217391304,0.0869565217391304,0.421,0.052625,524.164208,11
13829,0.590909091,1.181818182,0.0909090909090909,0.444,0.074,526.143605,11
11789,0.52173913,1.304347826,0.0869565217391304,0.408,0.068,526.1797619,10
5004,0.458333333,1.416666667,0.0833333333333333,0.372,0.062,526.215808,9
5382,0.590909091,1.272727273,0.0909090909090909,0.431,0.10775,528.1591233,10
6091,0.44,1.04,0.08,0.438,0.219,530.1540536,14
6752,0.5,1,0.0833333333333333,0.461,0.032928571,532.1329283,14
12089,0.44,1.12,0.08,0.425,0.030357143,532.1694385,13
6827,0.384615385,1.230769231,0.0769230769230769,0.388,0.027714286,532.2058017,12
5819,0.565217391,0.956521739,0.0869565217391304,0.484,0.040333333,534.1122913,14
20162,0.5,1.083333333,0.0833333333333333,0.448,0.037333333,534.148599,13
15381,0.44,1.2,0.08,0.411,0.03425,534.1850376,12
14134,0.384615385,1.307692308,0.0769230769230769,0.375,0.03125,534.2213617,11
18679,0.565217391,1.043478261,0.0869565217391304,0.471,0.0471,536.1281156,13
20172,0.5,1.166666667,0.0833333333333333,0.434,0.0434,536.1642864,12
19182,0.44,1.28,0.08,0.398,0.0398,536.2006312,11
19183,0.565217391,1.217391304,0.0869565217391304,0.444,0.074,540.1594307,11
11790,0.48,1.04,0.08,0.461,0.032928571,546.148656,14
11812,0.423076923,1.153846154,0.0769230769230769,0.425,0.030357143,546.1848718,13
6165,0.37037037,1.259259259,0.0740740740740741,0.389,0.027785714,546.2212578,12
11765,0.541666667,1,0.0833333333333333,0.484,0.040333333,548.1281518,14
19190,0.48,1.12,0.08,0.448,0.037333333,548.164287,13
15014,0.423076923,1.230769231,0.0769230769230769,0.412,0.034333333,548.2003614,12
21166,0.541666667,1.083333333,0.0833333333333333,0.471,0.0471,550.1435462,13
20228,0.48,1.2,0.08,0.435,0.0435,550.1797736,12
10708,0.423076923,1.307692308,0.0769230769230769,0.398,0.0398,550.2160993,11
3944,0.608695652,1.043478261,0.0869565217391304,0.494,0.06175,552.122646,13
20234,0.541666667,1.166666667,0.0833333333333333,0.457,0.057125,552.1590626,12
13952,0.48,1.28,0.08,0.421,0.052625,552.1956449,11
14088,0.608695652,1.130434783,0.0869565217391304,0.481,0.080166667,554.1382028,12
18184,0.541666667,1.25,0.0833333333333333,0.444,0.074,554.1744705,11
6848,0.608695652,1.217391304,0.0869565217391304,0.467,0.11675,556.1536821,11
6737,0.461538462,1.076923077,0.0769230769230769,0.461,0.032928571,560.1643736,14
6615,0.407407407,1.185185185,0.0740740740740741,0.425,0.030357143,560.2006166,13
12108,0.52,1.04,0.08,0.484,0.040333333,562.1436175,14
15384,0.461538462,1.153846154,0.0769230769230769,0.448,0.037333333,562.179804,13
14242,0.407407407,1.259259259,0.0740740740740741,0.412,0.034333333,562.2159177,12
5448,0.583333333,1,0.0833333333333333,0.507,0.0507,564.1227535,14
19195,0.52,1.12,0.08,0.471,0.0471,564.1590739,13
18973,0.461538462,1.230769231,0.0769230769230769,0.435,0.0435,564.1952633,12
18974,0.583333333,1.083333333,0.0833333333333333,0.494,0.06175,566.1385205,13
16989,0.461538462,1.307692308,0.0769230769230769,0.421,0.052625,566.2109375,11
20294,0.583333333,1.166666667,0.0833333333333333,0.481,0.080166667,568.1537844,12
18683,0.52,1.28,0.08,0.444,0.074,568.1900619,11
18404,0.583333333,1.25,0.0833333333333333,0.467,0.11675,570.1692932,11
5577,0.5,1,0.0769230769230769,0.497,0.0355,574.1435968,15
6507,0.444444444,1.111111111,0.0740740740740741,0.461,0.032928571,574.1798585,14
6367,0.392857143,1.214285714,0.0714285714285714,0.425,0.030357143,574.216208,13
18378,0.5,1.076923077,0.0769230769230769,0.484,0.040333333,576.1591961,14
14955,0.444444444,1.185185185,0.0740740740740741,0.448,0.037333333,576.1954312,13
11625,0.392857143,1.285714286,0.0714285714285714,0.412,0.034333333,576.2317315,12
18440,0.56,1.04,0.08,0.507,0.0507,578.1383282,14
21210,0.5,1.153846154,0.0769230769230769,0.471,0.0471,578.1746381,13
18126,0.444444444,1.259259259,0.0740740740740741,0.435,0.0435,578.210803,12
20343,0.56,1.12,0.08,0.494,0.06175,580.1537786,13
18978,0.5,1.230769231,0.0769230769230769,0.458,0.05725,580.1899898,12
19203,0.56,1.2,0.08,0.481,0.080166667,582.169443,12
14205,0.5,1.307692308,0.0769230769230769,0.444,0.074,582.205724,11
5006,0.481481481,1.037037037,0.0740740740740741,0.497,0.0355,588.1593745,15
5919,0.428571429,1.142857143,0.0714285714285714,0.461,0.032928571,588.195508,14
4692,0.379310345,1.24137931,0.0689655172413793,0.425,0.030357143,588.2318267,13
5062,0.538461538,1,0.0769230769230769,0.52,0.043333333,590.1385555,15
11791,0.481481481,1.111111111,0.0740740740740741,0.484,0.040333333,590.1747572,14
14168,0.428571429,1.214285714,0.0714285714285714,0.448,0.037333333,590.2110054,13
4439,0.379310345,1.310344828,0.0689655172413793,0.412,0.034333333,590.2474368,12
18099,0.538461538,1.076923077,0.0769230769230769,0.507,0.0507,592.1541992,14
18233,0.481481481,1.185185185,0.0740740740740741,0.471,0.0471,592.1904694,13
11465,0.428571429,1.285714286,0.0714285714285714,0.435,0.0435,592.2265589,12
5383,0.6,1.04,0.08,0.53,0.06625,594.1334813,14
18574,0.538461538,1.153846154,0.0769230769230769,0.494,0.06175,594.1698611,13
14427,0.481481481,1.259259259,0.0740740740740741,0.457,0.057125,594.2061875,12
14428,0.6,1.12,0.08,0.517,0.086166667,596.1491144,13
18575,0.538461538,1.230769231,0.0769230769230769,0.48,0.08,596.1855647,12
4537,0.366666667,1.266666667,0.0666666666666667,0.425,0.030357143,602.2478506,13
10938,0.518518519,1.037037037,0.0740740740740741,0.52,0.043333333,604.1545076,15
8516,0.366666667,1.333333333,0.0666666666666667,0.411,0.03425,604.2634635,12
3523,0.576923077,1,0.0769230769230769,0.543,0.0543,606.1333293,15
18486,0.518518519,1.111111111,0.0740740740740741,0.507,0.0507,606.1696038,14
18300,0.464285714,1.214285714,0.0714285714285714,0.471,0.0471,606.2060487,13
13786,0.413793103,1.310344828,0.0689655172413793,0.434,0.0434,606.2426065,12
17879,0.576923077,1.076923077,0.0769230769230769,0.53,0.06625,608.1491996,14
18622,0.518518519,1.185185185,0.0740740740740741,0.494,0.06175,608.1854311,13
17972,0.464285714,1.285714286,0.0714285714285714,0.457,0.057125,608.2217937,12
9688,0.413793103,1.379310345,0.0689655172413793,0.421,0.052625,608.2582343,11
18261,0.576923077,1.153846154,0.0769230769230769,0.516,0.086,610.1648899,13
17745,0.518518519,1.259259259,0.0740740740740741,0.48,0.08,610.2013833,12
14187,0.576923077,1.230769231,0.0769230769230769,0.503,0.12575,612.180399,12
8520,0.518518519,1.333333333,0.0740740740740741,0.467,0.11675,612.2168535,11
3103,0.448275862,1.103448276,0.0689655172413793,0.498,0.035571429,616.190448,15
13728,0.5,1.071428571,0.0714285714285714,0.52,0.043333333,618.1699768,15
11654,0.448275862,1.172413793,0.0689655172413793,0.484,0.040333333,618.2064376,14
10851,0.555555556,1.037037037,0.0740740740740741,0.543,0.0543,620.1494191,15
14802,0.5,1.142857143,0.0714285714285714,0.507,0.0507,620.1854849,14
18129,0.448275862,1.24137931,0.0689655172413793,0.471,0.0471,620.2218034,13
13742,0.4,1.333333333,0.0666666666666667,0.434,0.0434,620.2581376,12
18235,0.555555556,1.111111111,0.0740740740740741,0.53,0.06625,622.1646534,14
18530,0.5,1.214285714,0.0714285714285714,0.494,0.06175,622.2009835,13
14149,0.448275862,1.310344828,0.0689655172413793,0.457,0.057125,622.2373614,12
4442,0.615384615,1.076923077,0.0769230769230769,0.553,0.092166667,624.1438168,14
18358,0.555555556,1.185185185,0.0740740740740741,0.517,0.086166667,624.1802611,13
11593,0.5,1.285714286,0.0714285714285714,0.48,0.08,624.2168413,12
10920,0.615384615,1.153846154,0.0769230769230769,0.539,0.13475,626.1597433,13
13787,0.555555556,1.259259259,0.0740740740740741,0.503,0.12575,626.1962244,12
3108,0.433333333,1.133333333,0.0666666666666667,0.497,0.0355,630.206228,15
4317,0.387096774,1.225806452,0.0645161290322581,0.461,0.032928571,630.2426542,14
3109,0.34375,1.3125,0.0625,0.425,0.030357143,630.278894,13
5755,0.482758621,1.103448276,0.0689655172413793,0.521,0.043416667,632.1853991,15
11594,0.433333333,1.2,0.0666666666666667,0.484,0.040333333,632.2215912,14
5970,0.387096774,1.290322581,0.0645161290322581,0.448,0.037333333,632.2579272,13
11146,0.535714286,1.071428571,0.0714285714285714,0.543,0.0543,634.1646647,15
14856,0.482758621,1.172413793,0.0689655172413793,0.507,0.0507,634.2009134,14
14511,0.433333333,1.266666667,0.0666666666666667,0.471,0.0471,634.2373142,13
5384,0.387096774,1.35483871,0.0645161290322581,0.435,0.0435,634.2736177,12
18335,0.535714286,1.142857143,0.0714285714285714,0.53,0.06625,636.1800455,14
18532,0.482758621,1.24137931,0.0689655172413793,0.494,0.06175,636.2163912,13
14034,0.433333333,1.333333333,0.0666666666666667,0.458,0.05725,636.2528116,12
13895,0.592592593,1.111111111,0.0740740740740741,0.553,0.092166667,638.1596071,14
18130,0.535714286,1.214285714,0.0714285714285714,0.517,0.086166667,638.1959137,13
13864,0.482758621,1.310344828,0.0689655172413793,0.48,0.08,638.2322435,12
3775,0.433333333,1.4,0.0666666666666667,0.444,0.074,638.2687203,11
13797,0.592592593,1.185185185,0.0740740740740741,0.54,0.135,640.1752633,13
16815,0.535714286,1.285714286,0.0714285714285714,0.503,0.12575,640.2115514,12
4838,0.375,1.25,0.0625,0.461,0.032928571,644.2582195,14
5385,0.466666667,1.133333333,0.0666666666666667,0.52,0.043333333,646.2013957,15
14163,0.419354839,1.225806452,0.0645161290322581,0.484,0.040333333,646.2376741,14
11120,0.375,1.3125,0.0625,0.448,0.037333333,646.2740019,13
13809,0.517241379,1.103448276,0.0689655172413793,0.543,0.0543,648.1803498,15
14527,0.466666667,1.2,0.0666666666666667,0.507,0.0507,648.2168164,14
11792,0.419354839,1.290322581,0.0645161290322581,0.471,0.0471,648.2532854,13
13493,0.375,1.375,0.0625,0.434,0.0434,648.2894697,12
5009,0.571428571,1.071428571,0.0714285714285714,0.567,0.070875,650.1594535,15
18201,0.517241379,1.172413793,0.0689655172413793,0.53,0.06625,650.1957665,14
14723,0.466666667,1.266666667,0.0666666666666667,0.494,0.06175,650.2321791,13
17183,0.419354839,1.35483871,0.0645161290322581,0.457,0.057125,650.2686591,12
6239,0.571428571,1.142857143,0.0714285714285714,0.553,0.092166667,652.1754071,14
17731,0.517241379,1.24137931,0.0689655172413793,0.517,0.086166667,652.2116592,13
11228,0.466666667,1.333333333,0.0666666666666667,0.48,0.08,652.2481962,12
2211,0.62962963,1.111111111,0.0740740740740741,0.576,0.144,654.154251,14
13296,0.517241379,1.310344828,0.0689655172413793,0.503,0.12575,654.2276824,12
5065,0.40625,1.1875,0.0625,0.497,0.0355,658.2378603,15
5527,0.363636364,1.272727273,0.0606060606060606,0.461,0.032928571,658.2742578,14
3116,0.323529412,1.352941176,0.0588235294117647,0.425,0.030357143,658.310008,13
3535,0.5,1.066666667,0.0666666666666667,0.557,0.046416667,660.1803127,16
11262,0.451612903,1.161290323,0.0645161290322581,0.52,0.043333333,660.2169384,15
14445,0.40625,1.25,0.0625,0.484,0.040333333,660.2533125,14
13789,0.363636364,1.333333333,0.0606060606060606,0.448,0.037333333,660.28971,13
3536,0.551724138,1.034482759,0.0689655172413793,0.579,0.0579,662.1598793,16
14064,0.5,1.133333333,0.0666666666666667,0.543,0.0543,662.1960131,15
14977,0.451612903,1.225806452,0.0645161290322581,0.507,0.0507,662.2323156,14
11919,0.40625,1.3125,0.0625,0.471,0.0471,662.2686491,13
4544,0.363636364,1.393939394,0.0606060606060606,0.434,0.0434,662.3051152,12
10921,0.551724138,1.103448276,0.0689655172413793,0.566,0.07075,664.175671,15
17861,0.5,1.2,0.0666666666666667,0.53,0.06625,664.2119254,14
11829,0.451612903,1.290322581,0.0645161290322581,0.493,0.061625,664.2483099,13
11027,0.40625,1.375,0.0625,0.457,0.057125,664.2848274,12
17307,0.551724138,1.172413793,0.0689655172413793,0.553,0.092166667,666.1906718,14
17588,0.5,1.266666667,0.0666666666666667,0.517,0.086166667,666.2270586,13
13753,0.451612903,1.35483871,0.0645161290322581,0.48,0.08,666.2635352,12
10740,0.551724138,1.24137931,0.0689655172413793,0.539,0.13475,668.2068165,13
12855,0.5,1.333333333,0.0666666666666667,0.503,0.12575,668.2433617,12
5322,0.393939394,1.212121212,0.0606060606060606,0.497,0.0355,672.253381,15
5294,0.352941176,1.294117647,0.0588235294117647,0.461,0.032928571,672.2899182,14
14047,0.4375,1.1875,0.0625,0.52,0.043333333,674.2328436,15
14243,0.393939394,1.272727273,0.0606060606060606,0.484,0.040333333,674.2691301,14
10876,0.352941176,1.352941176,0.0588235294117647,0.448,0.037333333,674.3052786,13
14106,0.483870968,1.161290323,0.0645161290322581,0.543,0.0543,676.2117749,15
18203,0.4375,1.25,0.0625,0.507,0.0507,676.2481059,14
17623,0.393939394,1.333333333,0.0606060606060606,0.471,0.0471,676.2844297,13
13743,0.533333333,1.133333333,0.0666666666666667,0.566,0.07075,678.1908971,15
18062,0.483870968,1.225806452,0.0645161290322581,0.53,0.06625,678.2274237,14
17941,0.4375,1.3125,0.0625,0.494,0.06175,678.2638192,13
5107,0.393939394,1.393939394,0.0606060606060606,0.457,0.057125,678.3002519,12
17169,0.533333333,1.2,0.0666666666666667,0.553,0.092166667,680.2067816,14
17283,0.483870968,1.290322581,0.0645161290322581,0.516,0.086,680.2431122,13
13573,0.4375,1.375,0.0625,0.48,0.08,680.2797814,12
13245,0.586206897,1.172413793,0.0689655172413793,0.576,0.144,682.1856814,14
13299,0.533333333,1.266666667,0.0666666666666667,0.54,0.135,682.2221603,13
8548,0.483870968,1.35483871,0.0645161290322581,0.503,0.12575,682.2587485,12
5296,0.382352941,1.235294118,0.0588235294117647,0.497,0.0355,686.2689975,15
4217,0.342857143,1.314285714,0.0571428571428571,0.461,0.032928571,686.305261,14
3123,0.46875,1.125,0.0625,0.556,0.046333333,688.21217,16
14112,0.424242424,1.212121212,0.0606060606060606,0.52,0.043333333,688.2485359,15
11627,0.382352941,1.294117647,0.0588235294117647,0.484,0.040333333,688.2847689,14
11467,0.46875,1.1875,0.0625,0.543,0.0543,690.2279057,15
17862,0.424242424,1.272727273,0.0606060606060606,0.507,0.0507,690.2642176,14
11018,0.382352941,1.352941176,0.0588235294117647,0.47,0.047,690.3006029,13
17659,0.46875,1.25,0.0625,0.53,0.06625,692.2433942,14
17356,0.424242424,1.333333333,0.0606060606060606,0.493,0.061625,692.2796791,13
2233,0.566666667,1.133333333,0.0666666666666667,0.589,0.098166667,694.185921,15
13712,0.516129032,1.225806452,0.0645161290322581,0.553,0.092166667,694.2221221,14
17024,0.46875,1.3125,0.0625,0.517,0.086166667,694.258692,13
10079,0.516129032,1.290322581,0.0645161290322581,0.54,0.135,696.2375298,13
9356,0.46875,1.375,0.0625,0.504,0.126,696.273716,12
4452,0.371428571,1.257142857,0.0571428571428571,0.497,0.0355,700.284696,15
9944,0.411764706,1.235294118,0.0588235294117647,0.52,0.043333333,702.2638846,15
13386,0.454545455,1.212121212,0.0606060606060606,0.544,0.0544,704.2426148,15
10255,0.5,1.1875,0.0625,0.566,0.07075,706.222314,15
13246,0.454545455,1.272727273,0.0606060606060606,0.53,0.06625,706.2587191,14
2240,0.411764706,1.352941176,0.0588235294117647,0.494,0.06175,706.294996,13
3132,0.454545455,1.333333333,0.0606060606060606,0.517,0.086166667,708.274238,13
4453,0.441176471,1.176470588,0.0588235294117647,0.557,0.046416667,716.2425085,16
12936,0.484848485,1.151515152,0.0606060606060606,0.58,0.058,718.2224535,16
13432,0.441176471,1.235294118,0.0588235294117647,0.544,0.0544,718.2582048,15
13010,0.4,1.314285714,0.0571428571428571,0.507,0.0507,718.2948638,14
13072,0.484848485,1.212121212,0.0606060606060606,0.566,0.07075,720.237834,15
12616,0.441176471,1.294117647,0.0588235294117647,0.53,0.06625,720.274608,14
2254,0.53125,1.1875,0.0625,0.589,0.098166667,722.217491,15
10327,0.428571429,1.2,0.0571428571428571,0.557,0.046416667,730.2582415,16
16017,0.428571429,1.257142857,0.0571428571428571,0.544,0.0544,732.2736267,15
4103,0.416666667,1.222222222,0.0555555555555556,0.557,0.046416667,744.274406,16
15910,0.457142857,1.2,0.0571428571428571,0.58,0.058,746.2529975,16
10087,0.416666667,1.277777778,0.0555555555555556,0.543,0.0543,746.2902273,15
10261,0.457142857,1.257142857,0.0571428571428571,0.567,0.070875,748.268566,15
3138,0.405405405,1.243243243,0.0540540540540541,0.557,0.046416667,758.289402,16
2025,0.210526316,0.894736842,0.157894736842105,0.27,0.020769231,351.1219685,13
3435,0.466666667,0.733333333,0.2,0.326,0.0652,345.0597527,12
4280,0.294117647,1.470588235,0.176470588235294,0.213,0.016384615,351.1794187,7
4410,0.238095238,1.19047619,0.142857142857143,0.266,0.038,399.179396,11
5209,0.545454545,0.818181818,0.272727272727273,0.262,0.262,279.0492692,9
5475,0.176470588,1.235294118,0.176470588235294,0.194,0.027714286,315.1582745,9
6469,0.25,1.4375,0.1875,0.19,0.19,321.1688757,7
6684,0.214285714,1.357142857,0.214285714285714,0.167,0.055666667,277.1426333,7
9595,0.583333333,0.916666667,0.25,0.285,0.021923077,309.0597577,9
9854,0.583333333,0.75,0.25,0.299,0.299,307.0441346,10
9931,0.464285714,0.964285714,0.107142857142857,0.53,0.176666667,613.154996,17
10142,0.578947368,0.789473684,0.157894736842105,0.444,0.444,461.0708671,14
11181,0.333333333,1.388888889,0.166666666666667,0.249,0.019153846,379.1742566,8
11348,0.277777778,1.388888889,0.166666666666667,0.226,0.226,363.1794012,8
12554,0.454545455,1.545454545,0.272727272727273,0.186,0.020666667,271.116804,5
13575,0.25,1.25,0.25,0.167,0.055666667,249.111284,7
13780,0.5,0.75,0.25,0.276,0.092,291.0492162,10
14147,0.411764706,1.352941176,0.176470588235294,0.272,0.024727273,381.1534246,8
15688,0.578947368,1,0.157894736842105,0.417,0.037909091,465.1022438,12
17509,0.4,1.24,0.12,0.394,0.030307692,533.2012209,12
17724,0.555555556,0.833333333,0.166666666666667,0.408,0.408,433.0758391,13
17799,0.44,1.24,0.12,0.417,0.037909091,549.1963117,12
18092,0.315789474,1.315789474,0.157894736842105,0.263,0.263,391.1742348,9
18784,0.565217391,1,0.130434782608696,0.49,0.044545455,549.1233788,14
20971,0.25,1.1875,0.1875,0.217,0.0434,317.1375972,9
12214,0.714285714,1,0.428571428571429,0.199,0.018090909,213.0386785,6
7783,0.444444444,1.666666667,0.333333333333333,0.15,0.016666667,229.1062935,4
9040,0.272727273,1.363636364,0.272727272727273,0.154,0.154,237.11124,6
4850,0.555555556,1,0.333333333333333,0.213,0.016384615,239.0543682,7
3294,0.272727273,1.545454545,0.272727272727273,0.14,0.010769231,239.1270943,5
7993,0.4,1.5,0.3,0.163,0.014818182,241.1062785,5
7994,0.272727273,1.727272727,0.272727272727273,0.127,0.011545455,241.1427385,4
9088,0.75,1.375,0.375,0.209,0.029857143,245.064936,5
8059,0.153846154,1.153846154,0.230769230769231,0.157,0.022428571,245.116326,8
2779,0.153846154,1.307692308,0.230769230769231,0.144,0.0288,247.131966,7
10108,0.5,0.7,0.3,0.24,0.08,249.0385182,9
10808,0.5,0.9,0.3,0.226,0.226,251.0544084,8
10546,0.363636364,1.181818182,0.272727272727273,0.19,0.19,251.0906473,7
10897,0.25,1.416666667,0.25,0.153,0.153,251.1269726,6
12303,0.153846154,1.615384615,0.230769230769231,0.117,0.117,251.1632335,5
4477,0.142857143,0.928571429,0.214285714285714,0.184,0.016727273,255.1006083,10
8180,0.363636364,1.545454545,0.272727272727273,0.163,0.014818182,255.1219185,5
5457,0.230769231,1.153846154,0.230769230769231,0.18,0.036,261.111313,8
1692,0.142857143,1.357142857,0.214285714285714,0.144,0.0288,261.147496,7
13890,0.454545455,0.818181818,0.272727272727273,0.239,0.079666667,263.0542308,9
14624,0.875,1.625,0.375,0.218,0.072666667,263.0754746,4
11646,0.230769231,1.307692308,0.230769230769231,0.167,0.055666667,263.1270181,7
4859,0.6,0.7,0.3,0.262,0.262,265.0335777,9
10720,0.454545455,1,0.272727272727273,0.226,0.226,265.0700178,8
14965,0.875,1.875,0.375,0.205,0.205,265.0910549,3
17959,0.333333333,1.25,0.25,0.19,0.19,265.106286,7
6147,0.230769231,1.461538462,0.230769230769231,0.153,0.153,265.1426466,6
5539,0.6,0.9,0.3,0.249,0.019153846,267.0492834,8
1760,0.454545455,1.181818182,0.272727272727273,0.213,0.016384615,267.085576,7
2873,0.875,2.125,0.375,0.192,0.014769231,267.106744,2
13648,0.333333333,1.416666667,0.25,0.176,0.013538462,267.1219283,6
4579,0.214285714,0.785714286,0.214285714285714,0.221,0.020090909,269.0798596,11
16622,0.454545455,1.363636364,0.272727272727273,0.199,0.018090909,269.1011696,6
13264,0.333333333,1.583333333,0.25,0.163,0.014818182,269.1375403,5
4580,0.214285714,0.928571429,0.214285714285714,0.207,0.023,271.0955831,10
13321,0.416666667,0.583333333,0.25,0.266,0.038,273.0387213,11
9842,0.307692308,0.846153846,0.230769230769231,0.23,0.032857143,273.0751046,10
5645,0.214285714,1.071428571,0.214285714285714,0.194,0.027714286,273.1113798,9
6788,0.214285714,1.214285714,0.214285714285714,0.18,0.036,275.1269908,8
18310,0.307692308,1.153846154,0.230769230769231,0.203,0.067666667,277.1062366,8
17708,0.416666667,1.083333333,0.25,0.226,0.226,279.0855819,8
14192,0.777777778,1.888888889,0.333333333333333,0.205,0.205,279.1066754,3
18893,0.307692308,1.307692308,0.230769230769231,0.19,0.19,279.1219084,7
5928,0.214285714,1.5,0.214285714285714,0.153,0.153,279.1582864,6
1863,0.133333333,1.666666667,0.2,0.117,0.117,279.194766,5
10995,0.545454545,1,0.272727272727273,0.249,0.019153846,281.0649051,8
17435,0.416666667,1.25,0.25,0.213,0.016384615,281.1011735,7
18015,0.307692308,1.461538462,0.230769230769231,0.176,0.013538462,281.1375613,6
1874,0.384615385,0.384615385,0.230769230769231,0.293,0.026636364,283.0230585,13
4148,0.2,0.866666667,0.2,0.221,0.020090909,283.095552,11
17996,0.416666667,1.416666667,0.25,0.199,0.018090909,283.1167948,6
5685,0.307692308,1.615384615,0.230769230769231,0.163,0.014818182,283.1531743,5
12692,0.384615385,0.538461538,0.230769230769231,0.28,0.031111111,285.038631,12
13694,0.285714286,0.785714286,0.214285714285714,0.243,0.027,285.0750514,11
5565,0.2,1,0.2,0.207,0.023,285.1112421,10
13897,0.416666667,1.583333333,0.25,0.186,0.020666667,285.1324932,5
13763,0.384615385,0.692307692,0.230769230769231,0.266,0.038,287.0543689,11
14215,0.2,1.133333333,0.2,0.194,0.027714286,287.1270007,9
10280,0.5,0.583333333,0.25,0.289,0.0578,289.0335769,11
17651,0.285714286,1.071428571,0.214285714285714,0.216,0.0432,289.1063776,9
14436,0.2,1.266666667,0.2,0.18,0.036,289.142677,8
11634,0.888888889,1.444444444,0.333333333333333,0.255,0.085,291.0703218,5
10967,0.384615385,1,0.230769230769231,0.239,0.079666667,291.0856321,9
19092,0.285714286,1.214285714,0.214285714285714,0.203,0.067666667,291.1218867,8
6285,0.2,1.4,0.2,0.167,0.055666667,291.1582978,7
16921,0.5,0.916666667,0.25,0.262,0.262,293.0649717,9
18728,0.888888889,1.666666667,0.333333333333333,0.241,0.241,293.0859837,4
18910,0.384615385,1.153846154,0.230769230769231,0.226,0.226,293.1012441,8
19628,0.285714286,1.357142857,0.214285714285714,0.19,0.19,293.1375707,7
12696,0.2,1.533333333,0.2,0.153,0.153,293.1739627,6
12803,0.5,1.083333333,0.25,0.249,0.019153846,295.0804989,8
6586,0.888888889,1.888888889,0.333333333333333,0.228,0.017538462,295.1016938,3
19635,0.384615385,1.307692308,0.230769230769231,0.213,0.016384615,295.1167824,7
14437,0.285714286,1.5,0.214285714285714,0.176,0.013538462,295.1531704,6
4986,0.1875,0.9375,0.1875,0.221,0.020090909,297.1111915,11
19643,0.384615385,1.461538462,0.230769230769231,0.199,0.018090909,297.1324626,6
13883,0.266666667,0.866666667,0.2,0.243,0.027,299.0906338,11
4870,0.1875,1.0625,0.1875,0.207,0.023,299.1269371,10
13899,0.384615385,1.615384615,0.230769230769231,0.186,0.020666667,299.1480627,5
14161,0.357142857,0.785714286,0.214285714285714,0.266,0.038,301.0699864,11
18507,0.266666667,1,0.2,0.23,0.032857143,301.106295,10
